hash,timestamp_utc,to,amount,asset,symbol_non_ascii,kind,contract,block,is_error,chain_id,chain_name,retrieved_utc
0xf43bcc7845c677fd4d1b033922ac9480e7b26e06529ce55fcd55bff5e4233eca,2025-03-02 13:57:35,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,249.0,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959631,0,1,Ethereum,2026-08-28 16:50:17
0x69c929cc5e0a869fc081c769723cdaa10afcd528f34101009732a26cc0a572dc,2025-03-02 13:58:23,0x53516d6f57919116d28fbd2b969381850aab7b83,249.0,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959635,0,1,Ethereum,2026-08-28 16:50:17
0xaa862cd4543312eb2ba6bcddf429bf675fac8ddbd3088120de48998d7ef69d36,2025-03-02 14:09:47,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,249.0,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959692,0,1,Ethereum,2026-08-28 16:50:17
0x9bd095cb8ef01bb6c0f59b949df0b59c3b7bd92cdb4772d68892cab94f7c14ac,2025-03-02 14:23:23,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959759,0,1,Ethereum,2026-08-28 16:50:17
0x1af39ea0450d822481a5e076354e79a198a592b84296ec1adb7c67ad552e31e6,2025-03-02 14:25:59,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959772,0,1,Ethereum,2026-08-28 16:50:17
0x296fef9f59555a52c6e717059a8de6a9f2d8177bdc79ca32ba708d3726bcb929,2025-03-02 14:26:35,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959775,0,1,Ethereum,2026-08-28 16:50:17
0xbc23d30d80420326239efa71bad013a07e8a978f861792f208b6283b5679705c,2025-03-02 14:34:11,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959813,0,1,Ethereum,2026-08-28 16:50:17
0x57f7c89f801c8111d77e1a0976b87996dcc9578cd1f5e53acac64283bec8b951,2025-03-02 14:34:59,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959817,0,1,Ethereum,2026-08-28 16:50:17
0x3a457ac616d22e1e5e09080ae0d8108d072d80f0b6dae4da728d8f354873222b,2025-03-02 14:37:11,0x9d97354807af10fc6040f8aa924109874f9f2bbd,61.34,EТH,yes,token,0x669507921b89c11536fe28fb2b955fbc23dbe86d,21959828,0,1,Ethereum,2026-08-28 16:50:17
0x3dc95530b3b5f5f5720b132a916a1eee8405fb9680b8b4af515b279876c532ef,2025-03-02 14:46:35,0x9d975daa127d9a0b42f629e58823490b5c0e2bbd,61.34,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959875,0,1,Ethereum,2026-08-28 16:50:17
0x3dc95530b3b5f5f5720b132a916a1eee8405fb9680b8b4af515b279876c532ef,2025-03-02 14:46:35,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959875,0,1,Ethereum,2026-08-28 16:50:17
0x2f0dd24f44a87015738dd070770376c32af2e586b3d4e5be07877b2f58fd3035,2025-03-02 14:47:47,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959881,0,1,Ethereum,2026-08-28 16:50:17
0xe368baa68c5b0126cb2b91fc1bbc4cde270e2b40f95d41621d8203c16b5e91ef,2025-03-02 14:58:23,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959934,0,1,Ethereum,2026-08-28 16:50:17
0xdbe4ef70b1e7419466c722891709e09881071bdba1faf04ba22ccfb5b990500f,2025-03-02 14:59:11,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959938,0,1,Ethereum,2026-08-28 16:50:17
0xbbcfa3e76ce04b0631ccc7486776db7fe993221b1a573e1e06696a35e1ded27a,2025-03-02 15:04:11,0x535c379c7d58d42228176517c1bd59b494857b83,195.97,EТH,yes,token,0x669507921b89c11536fe28fb2b955fbc23dbe86d,21959963,0,1,Ethereum,2026-08-28 16:50:17
0xbbfbd055575bec9c5dd3af1be3acbfb58b8928160498316b9d58164560ca82b2,2025-03-02 15:04:47,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21959966,0,1,Ethereum,2026-08-28 16:50:17
0x3187ea816fea71ec1cb50326e5b4a810de42c841332133dea2d2620c5c7b9327,2025-03-02 15:10:35,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21959995,0,1,Ethereum,2026-08-28 16:50:17
0x11b7f85d0c82215a70253b72db9509b10153d0370888bd53205ef855b1415203,2025-03-02 15:11:35,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21960000,0,1,Ethereum,2026-08-28 16:50:17
0x6972f0d232fd1a91ee9d568f11d7a1867961959ac41a74ec481904330b72e995,2025-03-02 15:22:47,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21960056,0,1,Ethereum,2026-08-28 16:50:17
0x701e9711fa2c6e680653c74a2cc1b43b18101228a8efff738614a642d7a84de6,2025-03-02 15:23:59,0x53516d6f57919116d28fbd2b969381850aab7b83,195.97,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21960062,0,1,Ethereum,2026-08-28 16:50:17
0x520bcffe42d8b8f139b180d2d83fb253e095e1a74db884e69664576d5858eb96,2025-03-02 18:03:59,0xe75177bd5402691d50cfa10e906618419e9e2019,230.0,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21960861,0,1,Ethereum,2026-08-28 16:50:17
0x0a56ef86aa3763be77db09a5a200eb8c5f0c044f186a6242a9fc2bc7d2c36998,2025-03-02 22:21:11,0xe75177bd5402691d50cfa10e906618419e9e2019,222.574946700242,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21962144,0,1,Ethereum,2026-08-28 16:50:17
0xa48dc6197c0edd0179518adc066c40bfaafe55f740ac541a1c9f30087b53992b,2025-03-02 22:21:11,0xf2ff7d6ede0fffa3672216d7c2176f7f3803276a,253.45694510749817,ЕTH,yes,token,0xec84a5249b19f5bcd5123cff73512bcc05c8e33e,21962144,0,1,Ethereum,2026-08-28 16:50:17
0x85a035437e685afd8f359a8e7e3b67ddc877167ac8a06cca5e41fbd465df9ed6,2025-03-02 22:30:59,0xe75ec4731e3cf3553d25ed7031f7bb83c3342019,222.574946700242,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21962193,0,1,Ethereum,2026-08-28 16:50:17
0x85a035437e685afd8f359a8e7e3b67ddc877167ac8a06cca5e41fbd465df9ed6,2025-03-02 22:30:59,0xf2fa79d25e0fffccf33907061a3b34b81db3276a,200.61474072402305,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21962193,0,1,Ethereum,2026-08-28 16:50:17
0x2ccad2e62becef806ebec1d99b212c7b50de798dfa6f540f4168706835f287a8,2025-03-03 01:34:23,0xf2fa1f5b6d45400cc97c600dfdebcd2a3061276a,200.61474072402305,EТH,yes,token,0x669507921b89c11536fe28fb2b955fbc23dbe86d,21963106,0,1,Ethereum,2026-08-28 16:50:17
0x89e512f00de773d852c10e787296dd104bf4967827f19007085dbca8fb499fe1,2025-03-03 01:46:23,0xf2fa79d25e0fffccf33907061a3b34b81db3276a,200.61474072402305,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21963166,0,1,Ethereum,2026-08-28 16:50:17
0xd4ed59652488aa7212f077244a2643811896a04b926ef5f2127d81febf792bd7,2025-03-03 02:13:23,0xe75ec20e64623183f10310e8141b9a31867e2019,222.574946700242,EТH,yes,token,0x669507921b89c11536fe28fb2b955fbc23dbe86d,21963300,0,1,Ethereum,2026-08-28 16:50:17
0x4623f9d3c24959f390b4ae6a113467b787ed67134651f110afcbdcc442404f0f,2025-03-03 02:48:35,0xe75ec4731e3cf3553d25ed7031f7bb83c3342019,222.574946700242,ЕТН...,yes,token,0x2a120e7f2f1d8ffd173ed17aa5089f11206b5177,21963473,0,1,Ethereum,2026-08-28 16:50:17
0x495b78129c3c0e904aaee8b896ab7327aa1ad3424fd8421e2e6099628f564fdd,2025-03-07 22:56:23,0x9d975daa127d9a0b42f629e58823490b5c0e2bbd,61.34,ЕTH,yes,token,0x47c639efbabb3af26f95efb571293479e6c1d9cd,21998121,0,1,Ethereum,2026-08-28 16:50:17
0x495b78129c3c0e904aaee8b896ab7327aa1ad3424fd8421e2e6099628f564fdd,2025-03-07 22:56:23,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕTH,yes,token,0x47c639efbabb3af26f95efb571293479e6c1d9cd,21998121,0,1,Ethereum,2026-08-28 16:50:17
0x495b78129c3c0e904aaee8b896ab7327aa1ad3424fd8421e2e6099628f564fdd,2025-03-07 22:56:23,0xf2fa79d25e0fffccf33907061a3b34b81db3276a,200.61474072402305,ЕTH,yes,token,0x47c639efbabb3af26f95efb571293479e6c1d9cd,21998121,0,1,Ethereum,2026-08-28 16:50:17
0x70aea892ebcd8196f060ac641767289451f058408ea7832e371ee491da190383,2025-03-07 23:37:47,0x1743423ca8d31013679a1086885654d150576416,0.3,ЕTH,yes,token,0x47c639efbabb3af26f95efb571293479e6c1d9cd,21998327,0,1,Ethereum,2026-08-28 16:50:17
0x557dd9f1fb33a642eef6bd94b499225f893827cce3accee01585528443d59c57,2025-04-03 20:12:47,0x1743423ca8d31013679a1086885654d150576416,0.3,ЕТН...,yes,token,0xa8f41d54fd002aa0d027d010cdc3fcf3fd8f40c7,22190692,0,1,Ethereum,2026-08-28 16:50:17
0x7b9f02b7d0d06e7fbf83b0cf3a881595a95db9c030e657013183315c8fe3162a,2025-04-03 20:13:35,0x9d975daa127d9a0b42f629e58823490b5c0e2bbd,61.34,ЕТН...,yes,token,0xa8f41d54fd002aa0d027d010cdc3fcf3fd8f40c7,22190696,0,1,Ethereum,2026-08-28 16:50:17
0x7b9f02b7d0d06e7fbf83b0cf3a881595a95db9c030e657013183315c8fe3162a,2025-04-03 20:13:35,0x535cf2c4495a2a37bd02cfff98a5b3fa54527b83,195.97,ЕТН...,yes,token,0xa8f41d54fd002aa0d027d010cdc3fcf3fd8f40c7,22190696,0,1,Ethereum,2026-08-28 16:50:17
0xb587d6fc488090c16f2d6da495385ea7b00afc37b049784b53c1454921215987,2025-04-03 20:13:47,0xf2fa79d25e0fffccf33907061a3b34b81db3276a,200.61474072402305,ЕТН...,yes,token,0xa8f41d54fd002aa0d027d010cdc3fcf3fd8f40c7,22190697,0,1,Ethereum,2026-08-28 16:50:17
0xb587d6fc488090c16f2d6da495385ea7b00afc37b049784b53c1454921215987,2025-04-03 20:13:47,0xe75ec4731e3cf3553d25ed7031f7bb83c3342019,222.574946700242,ЕТН...,yes,token,0xa8f41d54fd002aa0d027d010cdc3fcf3fd8f40c7,22190697,0,1,Ethereum,2026-08-28 16:50:17
